Incident Reference,Restoration Stage,Number of Customers Restored,source_order
FREP-249421-G,1,9,131578
FREP-249434-G,1,42,57764
FREP-249448-Z,1,12,57765
FREP-249453-G,1,1,61376
FREP-249453-Z,1,93,34272
FREP-249460-Z,3,1,34281
FREP-249467-G,1,22,655
FREP-249471-Z,1,17,34292
FREP-249473-Z,1,0,61386
FREP-249474-Z,1,32,15834
FREP-249475-Z,1,1,34284
FREP-249482-Z,1,2,61387
FREP-249486-Z,1,5,131609
FREP-249487-Z,1,1,57787
FREP-249490-G,2,78,131610
FREP-249490-Z,1,14,71962
FREP-249492-Z,1,52,61398
FREP-249495-G,3,84,666
FREP-249495-Z,3,18,57799
FREP-249497-G,1,0,61389
FREP-249507-G,3,79,57801
FREP-249520-G,4,718,88410
FREP-249524-Z,1,1,61391
FREP-249527-G,1,0,667
FREP-249537-G,1,2,88431
FREP-249538-G,1,0,71963
FREP-249540-Z,1,1,71964
FREP-249545-G,1,21,71974
FREP-249555-G,1,1,88433
FREP-249555-Z,1,20,61405
FREP-249557-Z,3,327,34302
FREP-249558-G,2,4,15849
FREP-249562-G,1,31,129258
FREP-249565-Z,2,0,15851
FREP-249566-Z,1,9,696
FREP-249584-Z,1,0,129259
FREP-249590-G,1,0,71979
FREP-249603-Z,1,5,88414
FREP-249607-G,1,2,57804
FREP-249609-Z,1,5,57786
FREP-249610-G,1,57,672
FREP-249617-G,1,1,88415
FREP-249628-Z,1,342,34307
FREP-249632-Z,1,38,131613
FREP-249634-G,1,1,129261
FREP-249635-Z,1,30,71976
FREP-249641-Z,1,55,660
FREP-249642-G,3,185,129262
FREP-249644-G,1,1,57789
FREP-249647-G,3,47,61392
FREP-249647-Z,1,0,88416
FREP-249652-G,3,0,88435
FREP-249658-G,1,261,88417
FREP-249659-G,1,1,61394
FREP-249663-G,1,1,88418
FREP-249665-G,1,40,57792
FREP-249666-G,1,1,131616
FREP-249668-G,1,0,61406
FREP-249670-G,1,1,71967
FREP-249671-G,1,4,71968
FREP-249679-G,1,4,57807
FREP-249681-G,2,28,131619
FREP-249684-G,3,362,15852
FREP-249685-G,4,167,88420
FREP-249694-Z,1,0,88437
FREP-249711-Z,1,1,61390
FREP-249712-G,1,15,71969
FREP-249715-G,1,2,129234
FREP-249715-Z,1,2,34304
FREP-249717-G,4,471,57809
FREP-249720-Z,1,3,707
FREP-249721-G,1,28,88436
FREP-249722-G,1,1,34305
FREP-249722-Z,1,2,61388
FREP-249723-Z,1,8,61407
FREP-249727-G,4,722,129222
FREP-249730-Z,1,1,71970
FREP-249733-Z,1,1,710
FREP-249735-Z,1,131,71977
FREP-249738-G,1,1,129269
FREP-249740-Z,1,32,131607
FREP-249741-G,1,13,129236
FREP-249742-G,2,62,88412
FREP-249750-G,1,0,129224
FREP-249751-Z,1,23,88439
FREP-249759-G,2,192,712
FREP-249762-G,1,2,34309
FREP-249762-Z,1,1,61408
FREP-249763-G,3,190,676
FREP-249769-Z,1,6,15837
FREP-249799-Z,1,0,131606
FREP-249803-Z,1,0,57810
FREP-249811-Z,1,0,714
FREP-249818-J,1,0,129271
FREP-249820-Z,1,1,61409
FREP-249821-Z,1,68,34310
FREP-249833-G,1,1,129228
FREP-249838-G,1,18,61411
FREP-249840-G,1,4,71966
FREP-249841-G,1,0,131605
FREP-249856-Z,1,34,61414
FREP-249858-Z,1,1,61417
FREP-249859-Z,1,1,679
FREP-249870-Z,2,31,57812
FREP-249880-Z,1,1,110769
FREP-249892-Z,1,0,34311
FREP-249909-G,2,234,34312
FREP-249915-Z,1,1,34315
FREP-249920-Z,1,1,110771
FREP-249921-G,1,1,131617
FREP-249926-Z,1,20,724
FREP-249927-G,1,12,71986
FREP-249932-Z,1,1,129282
FREP-249946-G,1,1,61397
FREP-249950-Z,1,476,131627
FREP-249952-Z,1,208,88445
FREP-249962-Z,2,484,88446
FREP-249964-Z,1,25,15859
FREP-249967-G,1,3,88413
FREP-249969-Z,1,0,726
FREP-249970-Z,2,374,15860
FREP-249977-Z,1,1,110772
FREP-249978-G,1,0,727
FREP-249978-Z,1,59,71990
FREP-249980-Z,2,755,728
FREP-249984-Z,1,1,88472
FREP-249985-Z,1,339,34338
FREP-249989-Z,4,113,129288
FREP-249991-Z,1,3,68414
FREP-250001-G,3,62,34326
FREP-250003-G,1,5,129290
FREP-250004-G,1,79,110792
FREP-250007-Z,2,50,72003
FREP-250010-G,1,1,61432
FREP-250015-G,1,39,72004
FREP-250019-G,1,1,88451
FREP-250020-G,4,70,88453
FREP-250028-Z,1,66,57827
FREP-250029-Z,1,24,34342
FREP-250033-Z,1,148,76693
FREP-250037-G,2,1,110773
FREP-250040-Z,1,10,734
FREP-250041-G,1,7,34331
FREP-250043-G,1,1,15866
FREP-250043-Z,1,1,739
FREP-250048-G,4,0,57819
FREP-250048-J,1,0,61434
FREP-250049-G,1,11,57820
FREP-250049-Z,1,35,7760
FREP-250059-Z,1,1,110778
FREP-250061-G,1,1,68415
FREP-250070-Z,1,2,88462
FREP-250071-G,2,731,76685
FREP-250071-Z,1,1,15871
FREP-250073-G,1,2,110779
FREP-250075-G,3,68,34347
FREP-250080-Z,1,1,129304
FREP-250083-Z,1,0,15872
FREP-250092-Z,3,238,72007
FREP-250095-G,1,201,780
FREP-250095-Z,1,28,129309
FREP-250098-G,1,1,110795
FREP-250100-G,1,2,15869
FREP-250103-G,1,17,34350
FREP-250105-Z,1,32,110781
FREP-250108-Z,1,0,76687
FREP-250110-G,1,1,15874
FREP-250112-Z,1,95,61424
FREP-250113-Z,1,100,743
FREP-250114-G,1,2,88480
FREP-250116-G,2,43,61437
FREP-250120-Z,1,1,110796
FREP-250121-G,1,1,129327
FREP-250121-Z,1,1,110797
FREP-250122-G,1,66,57818
FREP-250124-G,1,1,129312
FREP-250129-G,1,71,72002
FREP-250132-G,2,70,76697
FREP-250137-G,1,63,110782
FREP-250139-Z,1,285,61438
FREP-250140-Z,1,1,61436
FREP-250143-Z,1,303,38534
FREP-250159-Z,1,1,110780
FREP-250163-G,2,15,129324
FREP-250163-Z,1,1,129331
FREP-250168-G,1,1,88483
FREP-250169-G,2,11,88467
FREP-250173-G,1,48,770
FREP-250176-G,2,294,72008
FREP-250178-G,1,176,72009
FREP-250184-G,1,19,72010
FREP-250187-G,1,80,68418
FREP-250189-G,1,228,34332
FREP-250189-J,1,0,61442
FREP-250190-G,1,23,72012
FREP-250192-G,2,53,72011
FREP-250201-G,2,2,129336
FREP-250201-Z,1,1,129314
FREP-250204-G,1,19,61426
FREP-250206-G,1,65,34358
FREP-250208-G,1,4,757
FREP-250213-G,1,0,34356
FREP-250213-Z,1,1,57831
FREP-250216-G,1,1,72013
FREP-250216-Z,1,7,746
FREP-250219-G,1,33,61422
FREP-250220-G,1,1,88487
FREP-250223-G,1,1,61427
FREP-250236-Z,2,3,762
FREP-250242-Z,1,0,68409
FREP-250244-G,1,7,57822
FREP-250249-G,1,0,773
FREP-250249-Z,1,0,34323
FREP-250250-G,1,1,61440
FREP-250260-Z,2,79,34359
FREP-250262-Z,1,40,61445
FREP-250273-G,2,237,76684
FREP-250277-G,4,2,110788
FREP-250279-G,1,0,755
FREP-250279-Z,1,1,786
FREP-250281-G,1,175,751
FREP-250286-G,1,0,34335
FREP-250287-Z,1,6,88488
FREP-250293-G,1,0,129339
FREP-250294-G,1,17,34343
FREP-250296-Z,2,364,110802
FREP-250302-Z,1,37,129340
FREP-250303-Z,1,1,72000
FREP-250316-G,1,3,68413
FREP-250317-Z,1,0,34324
FREP-250330-G,1,5,88484
FREP-250331-Z,1,1,15867
FREP-250333-G,1,0,57821
FREP-250335-G,1,6,72001
FREP-250336-Z,1,1,34361
FREP-250339-G,1,557,129342
FREP-250340-Z,1,1,61429
FREP-250355-Z,1,0,88471
FREP-250357-Z,1,1,76686
FREP-250359-Z,1,4,61430
FREP-250372-Z,1,2,76702
FREP-250374-Z,1,215,34362
FREP-250376-Z,1,1,766
FREP-250379-G,1,10,767
FREP-250381-Z,1,1,76703
FREP-250385-G,1,13,76688
FREP-250396-Z,1,7,76701
FREP-250415-G,1,1,76704
FREP-250419-G,2,681,72031
FREP-250419-J,1,0,72032
FREP-250421-G,5,158,61448
FREP-250423-Z,1,1,61450
FREP-250430-G,1,49,38536
FREP-250431-G,1,237,7790
FREP-250433-G,1,0,72033
FREP-250434-G,1,211,7789
FREP-250436-G,1,42,88511
FREP-250438-G,1,77,72035
FREP-250443-G,3,3,38547
FREP-250446-G,2,15,7769
FREP-250449-Z,2,40,7793
FREP-250453-Z,1,0,68428
FREP-250466-Z,1,273,110810
FREP-250471-G,1,1,34365
FREP-250479-Z,1,3,34366
FREP-250481-G,1,83,110818
FREP-250483-Z,1,1,61454
FREP-250485-G,1,1,129351
FREP-250489-Z,6,23,38540
FREP-250498-Z,1,0,129379
FREP-250502-G,1,0,61462
FREP-250526-Z,1,25,129380
FREP-250541-Z,1,0,110820
FREP-250551-Z,1,1,68430
FREP-250556-G,1,0,88515
FREP-250559-G,1,0,15877
FREP-250567-G,1,1,61463
FREP-250570-G,1,118,129358
FREP-250573-G,1,324,7775
FREP-250580-Z,1,1,72040
FREP-250604-Z,1,1,88516
FREP-250610-Z,1,1,98202
FREP-250613-G,1,69,61461
FREP-250614-Z,1,1,15878
FREP-250618-G,1,27,53562
FREP-250619-Z,1,27,72024
FREP-250621-Z,1,10,797
FREP-250623-G,1,2,98203
FREP-250629-G,1,150,88502
FREP-250633-Z,1,0,38543
FREP-250639-G,1,1,88492
FREP-250643-Z,1,72,72041
FREP-250644-G,1,54,7779
FREP-250646-Z,1,2,129383
FREP-250655-Z,1,37,72037
FREP-250666-Z,1,14,110821
FREP-250673-Z,1,13,110806
FREP-250674-Z,1,0,34368
FREP-250680-G,1,1,57835
FREP-250684-Z,1,0,34371
FREP-250698-G,1,13,15879
FREP-250702-Z,1,1,68431
FREP-250703-Z,1,0,34367
FREP-250705-G,1,0,15881
FREP-250706-Z,1,1,53563
FREP-250707-G,3,6,110824
FREP-250708-G,1,1,110825
FREP-250710-G,1,162,110816
FREP-250717-G,2,2,129393
FREP-250717-Z,1,57,110826
FREP-250722-G,4,14,88499
FREP-250729-G,1,9,53564
FREP-250730-G,1,1,61465
FREP-250736-Z,1,1,34373
FREP-250745-G,3,45,15882
FREP-250745-Z,1,1,110828
FREP-250754-G,4,182,793
FREP-250755-G,1,45,57834
FREP-250761-G,1,1,38545
FREP-250763-G,3,6,15883
FREP-250765-G,1,1,53570
FREP-250767-G,1,36,88506
FREP-250770-Z,1,1,110827
FREP-250772-G,1,1,72036
FREP-250773-G,1,1,34376
FREP-250776-Z,1,15,15884
FREP-250780-Z,1,33,72042
FREP-250788-Z,1,0,98205
FREP-250791-Z,1,1,68422
FREP-250792-G,2,30,7778
FREP-250798-G,1,1,88512
FREP-250800-G,2,121,15885
FREP-250803-G,2,94,57833
FREP-250804-Z,5,1,61466
FREP-250810-G,1,478,34364
FREP-250816-Z,1,2,88517
FREP-250823-Z,1,1,68427
FREP-250828-Z,1,1,34378
FREP-250839-Z,1,0,129397
FREP-250843-Z,1,1,53575
FREP-250844-G,1,18,129354
FREP-250859-G,1,1,798
FREP-250862-Z,1,40,129398
FREP-250864-Z,3,26,795
FREP-250867-Z,1,5,76708
FREP-250872-G,1,1,72029
FREP-250876-G,1,1,129377
FREP-250878-Z,1,5,129368
FREP-250881-G,1,1,7774
FREP-250884-G,1,1,53566
FREP-250884-Z,2,30,68432
FREP-250891-G,1,19,129403
FREP-250891-Z,1,1,110808
FREP-250892-G,1,6,88510
FREP-250893-G,1,1,801
FREP-250898-Z,2,26,796
FREP-250905-Z,2,8,61765
FREP-250910-J,1,0,805
FREP-250911-J,1,0,61766
FREP-250913-Z,2,7,98219
FREP-250919-Z,3,111,61767
FREP-250920-G,1,1,31578
FREP-250923-Z,1,1800,44300
FREP-250927-G,4,263,126247
FREP-250931-Z,1,51,806
FREP-250936-Z,1,3,109603
FREP-250941-G,1,48,53166
FREP-250942-G,1,647,118145
FREP-250949-Z,1,1,61768
FREP-250958-G,1,1,109604
FREP-250959-G,1,115,88544
FREP-250978-G,2,17,61742
FREP-250979-Z,3,215,61744
FREP-250986-Z,1,13,109625
FREP-250990-Z,1,21,126250
FREP-251000-G,3,105,44305
FREP-251000-Z,1,12,44306
FREP-251010-G,1,70,21787
FREP-251010-Z,1,1,16192
FREP-251013-Z,1,32,109628
FREP-251022-Z,1,8,56515
FREP-251025-G,1,520,61748
FREP-251027-G,1,47,72063
FREP-251028-G,1,1,16214
FREP-251031-G,1,13,61772
FREP-251032-G,1,97,44309
FREP-251033-Z,1,1,56517
FREP-251036-Z,1,36,44311
FREP-251037-G,3,1234,126252
FREP-251037-Z,1,0,109629
FREP-251039-Z,1,1,109600
FREP-251040-G,1,1,82782
FREP-251041-G,1,0,98222
FREP-251042-G,1,1,109607
FREP-251048-Z,4,92,16215
FREP-251049-G,1,316,61750
FREP-251049-Z,1,6,109609
FREP-251052-G,3,4,72070
FREP-251052-Z,1,2,82775
FREP-251053-G,3,475,61774
FREP-251055-G,1,87,56511
FREP-251058-G,1,3,98225
FREP-251062-Z,3,30,34528
FREP-251070-Z,1,6,16197
FREP-251071-G,2,0,21775
FREP-251077-Z,2,23,38561
FREP-251084-G,1,253,126238
FREP-251084-Z,1,51,56519
FREP-251091-G,1,0,88532
FREP-251092-G,1,1,61769
FREP-251093-G,1,45,53159
FREP-251094-G,1,6,21778
FREP-251100-G,1,5,61778
FREP-251101-G,1,73,34531
FREP-251103-Z,1,0,809
FREP-251104-G,1,3,53157
FREP-251105-G,2,127,34525
FREP-251106-Z,1,286,16218
FREP-251107-G,1,294,109624
FREP-251114-Z,1,1,34533
FREP-251117-G,1,2,126262
FREP-251117-Z,1,1,61777
FREP-251118-Z,1,75,109632
FREP-251119-G,1,7,44304
FREP-251120-G,1,6,126259
FREP-251121-G,1,3,56520
FREP-251122-G,1,1,56521
FREP-251123-G,1,7,118148
FREP-251124-G,1,318,53155
FREP-251124-Z,1,25,21782
FREP-251126-G,1,113,126263
FREP-251128-G,1,14,98234
FREP-251131-G,1,1,61779
FREP-251131-Z,2,1,98235
FREP-251132-G,1,1,109616
FREP-251135-G,1,22,21784
FREP-251139-Z,3,155,98236
FREP-251141-G,1,4,109634
FREP-251143-G,4,52,53163
FREP-251144-Z,1,1,61759
FREP-251149-G,1,56,82784
FREP-251150-G,1,125,44294
FREP-251151-Z,1,6,109617
FREP-251152-Z,4,93,61761
FREP-251155-Z,1,116,53169
FREP-251156-Z,1,1527,98237
FREP-251158-G,1,2,16211
FREP-251160-Z,2,1,16204
FREP-251161-Z,1,29,53171
FREP-251165-G,1,51,72074
FREP-251166-Z,1,1,61758
FREP-251167-G,1,1,31581
FREP-251169-G,3,386,31587
FREP-251172-G,1,27,72061
FREP-251177-G,3,26,16205
FREP-251183-Z,5,60,72075
FREP-251184-Z,2,415,53151
FREP-251185-Z,3,10,88550
FREP-251196-Z,1,1,53164
FREP-251197-Z,1,0,126242
FREP-251207-Z,1,1,109620
FREP-251213-Z,1,1,34536
FREP-251214-G,1,1,61749
FREP-251214-Z,1,1,56522
FREP-251223-Z,1,48,34537
FREP-251226-Z,1,0,118152
FREP-251229-Z,1,2,82780
FREP-251230-Z,1,0,53162
FREP-251233-Z,1,15,56509
FREP-251234-J,1,0,16222
FREP-251239-Z,1,0,34532
FREP-251242-Z,1,2,109638
FREP-251250-Z,1,1,72067
FREP-251251-Z,1,1,53168
FREP-251253-G,1,2,82788
FREP-251256-G,3,80,61764
FREP-251258-Z,1,1,44298
FREP-251263-Z,1,1,31591
FREP-251264-G,1,0,72065
FREP-251271-Z,1,1,56524
FREP-251273-Z,1,0,22041
FREP-251284-Z,1,16,118098
FREP-251293-G,1,51,77485
FREP-251294-G,1,45,88887
FREP-251299-Z,1,4,77488
FREP-251303-G,3,239,77490
FREP-251304-G,1,222,22042
FREP-251307-G,1,29,12217
FREP-251310-G,1,1,1267
FREP-251311-G,2,121,88903
FREP-251319-G,1,1,12219
FREP-251321-G,1,2,1268
FREP-251323-G,1,1,118082
FREP-251326-G,2,132,109543
FREP-251335-Z,1,84,118101
FREP-251336-Z,1,9,22043
FREP-251344-G,1,353,12187
FREP-251346-G,2,144,63403
FREP-251355-Z,1,1,22031
FREP-251359-G,1,0,1269
FREP-251375-G,1,73,82746
FREP-251380-G,1,1,53103
FREP-251389-G,1,23,109540
FREP-251391-G,1,0,53105
FREP-251399-G,1,63,95689
FREP-251402-Z,4,49,77493
FREP-251405-Z,1,1,95692
FREP-251413-G,1,1,63405
FREP-251416-G,2,38,63406
FREP-251420-G,1,0,22045
FREP-251422-G,1,0,77494
FREP-251434-J,1,0,82747
FREP-251439-Z,1,1,77495
FREP-251441-Z,1,1,12224
FREP-251444-Z,1,1,95693
FREP-251446-Z,1,1,95694
FREP-251457-G,2,9,95690
FREP-251458-G,1,1,118088
FREP-251458-Z,1,2,53110
FREP-251462-G,1,1,88906
FREP-251463-Z,1,1,77486
FREP-251468-G,3,1,12227
FREP-251468-Z,1,4,53111
FREP-251469-Z,1,177,130022
FREP-251470-G,1,0,1279
FREP-251471-Z,1,31,22047
FREP-251473-Z,1,2,1282
FREP-251482-Z,1,12,109541
FREP-251488-Z,1,8,77499
FREP-251494-G,3,573,12230
FREP-251494-Z,3,256,63413
FREP-251500-Z,1,3,63414
FREP-251506-G,1,1,22036
FREP-251508-Z,1,1,77496
FREP-251513-Z,1,1,95702
FREP-251517-G,1,419,63415
FREP-251518-G,2,63,95696
FREP-251521-G,1,1,118107
FREP-251524-G,1,1,82751
FREP-251527-G,1,9,1271
FREP-251530-G,4,338,53114
FREP-251536-G,1,0,77497
FREP-251547-G,3,57,82752
FREP-251551-G,1,5,12215
FREP-251552-Z,1,1,130024
FREP-251556-Z,1,39,22050
FREP-251564-G,1,57,88902
FREP-251573-G,1,0,12204
FREP-251574-G,1,0,130025
FREP-251577-G,1,0,1272
FREP-251578-Z,1,63,88913
FREP-251579-G,1,0,88894
FREP-251586-G,1,1,95704
FREP-251586-J,1,0,77501
FREP-251602-Z,1,1,109552
FREP-251606-G,1,5,77500
FREP-251609-G,1,117,88888
FREP-251611-Z,1,1,12205
FREP-251615-Z,1,1,124448
FREP-251622-Z,3,320,88895
FREP-251628-G,1,29,109544
FREP-251631-G,3,1291,77502
FREP-251632-G,1,1074,118109
FREP-251636-Z,2,15,1287
FREP-251640-G,1,6,53109
FREP-251642-Z,1,0,82754
FREP-251647-G,1,1,12233
FREP-251650-Z,2,131,63416
FREP-251657-Z,1,112,118112
FREP-251660-G,1,11,109547
FREP-251662-Z,1,1166,88892
FREP-251677-Z,1,1,53115
FREP-251680-Z,1,45,1289
FREP-251681-G,1,3,109554
FREP-251689-Z,1,1,77503
FREP-251697-G,1,1,88916
FREP-251699-G,1,1,22040
FREP-251699-Z,1,1,22048
FREP-251705-Z,1,1,12196
FREP-251710-Z,1,139,77504
FREP-251712-Z,1,1,12234
FREP-251714-G,1,2,77487
FREP-251716-Z,1,46,109555
FREP-251717-G,1,5,12213
FREP-251721-Z,3,102,53106
FREP-251723-G,1,6,124438
FREP-251725-G,1,911,109557
FREP-251727-G,1,75,82748
FREP-251727-Z,1,1,118115
FREP-251728-G,2,317,12235
FREP-251729-G,1,1,1265
FREP-251733-G,2,2,1266
FREP-251735-Z,1,5,109553
FREP-251738-Z,1,1,88918
FREP-251740-G,2,148,118117
FREP-251754-G,2,57,124445
FREP-251759-Z,1,1,118096
FREP-251760-G,2,59,95605
FREP-251761-G,1,1,95606
FREP-251763-G,4,163,95626
FREP-251765-G,3,203,12064
FREP-251770-G,4,72,95607
FREP-251771-Z,1,6,131129
FREP-251773-G,1,4,128277
FREP-251775-G,3,22,12065
FREP-251777-G,3,451,12031
FREP-251781-G,1,1,131131
FREP-251782-Z,1,2,95632
FREP-251785-G,1,2,128307
FREP-251786-G,1,5,1186
FREP-251790-G,1,5,95608
FREP-251792-Z,1,4,88806
FREP-251796-G,1,6,1185
FREP-251798-G,3,21,95629
FREP-251809-Z,1,89,12071
FREP-251815-Z,1,3,57620
FREP-251816-G,3,392,128282
FREP-251822-G,1,1,77457
FREP-251822-Z,3,388,128284
FREP-251842-Z,1,1,21948
FREP-251845-G,1,502,12036
FREP-251850-Z,1,1,88786
FREP-251851-G,1,0,88787
FREP-251862-G,2,412,1187
FREP-251866-Z,1,2,21952
FREP-251877-Z,1,1,21928
FREP-251878-G,1,8,95637
FREP-251879-G,1,0,12073
FREP-251880-Z,1,0,95638
FREP-251883-G,1,31,19506
FREP-251887-G,1,65,1188
FREP-251889-G,1,0,21951
FREP-251890-G,1,0,128290
FREP-251899-G,2,17,12044
FREP-251900-G,1,286,128295
FREP-251900-Z,1,4,19508
FREP-251902-G,1,1,1180
FREP-251908-Z,1,1,1189
FREP-251910-Z,1,16,19505
FREP-251911-Z,1,1,57621
FREP-251914-G,1,1,21953
FREP-251915-G,2,66,12035
FREP-251916-Z,1,2,95613
FREP-251920-Z,1,4,12074
FREP-251926-G,1,1,21930
FREP-251941-G,1,1,95611
FREP-251945-Z,1,6,88794
FREP-251947-G,1,919,57622
FREP-251952-G,5,348,131149
FREP-251953-G,1,32,95641
FREP-251954-Z,1,1,1181
FREP-251956-Z,1,1,95642
FREP-251958-G,2,1,131134
FREP-251958-Z,1,32,77460
FREP-251960-Z,1,1,12076
FREP-251961-G,1,155,68180
FREP-251962-Z,1,110,68182
FREP-251963-G,1,46,1182
FREP-251964-Z,5,198,88798
FREP-251967-G,1,2,131155
FREP-251968-G,3,154,128313
FREP-251971-Z,1,2,1191
FREP-251973-G,1,0,88790
FREP-251975-Z,1,2,95618
FREP-251979-Z,1,2687,95643
FREP-251981-Z,1,1,12051
FREP-251994-G,1,3,131137
FREP-251998-G,1,169,95644
FREP-251999-Z,2,595,12077
FREP-252003-G,1,3,95627
FREP-252004-G,5,119,57625
FREP-252008-Z,1,1,12080
FREP-252009-G,1,54,21940
FREP-252013-G,3,74,68188
FREP-252013-Z,4,113,1184
FREP-252018-Z,1,1,128323
FREP-252019-Z,1,2,12053
FREP-252026-Z,1,1,1190
FREP-252027-G,1,1,21926
FREP-252032-G,1,95,21958
FREP-252033-G,1,6,12046
FREP-252034-G,1,12,12055
FREP-252034-Z,1,1,131141
FREP-252035-G,2,1852,131132
FREP-252035-Z,1,0,57617
FREP-252042-G,1,1,21936
FREP-252042-Z,2,37,19504
FREP-252044-Z,1,14,131158
FREP-252045-G,1,0,95622
FREP-252046-G,1,74,95647
FREP-252053-G,1,1,128306
FREP-252054-Z,1,1,21961
FREP-252057-Z,1,2,21959
FREP-252061-Z,1,0,131154
FREP-252065-G,1,3,12039
FREP-252070-G,1,1,128304
FREP-252075-Z,1,16,95635
FREP-252076-G,1,1,128329
FREP-252080-G,1,1,12052
FREP-252084-Z,2,2,12083
FREP-252089-G,5,446,21941
FREP-252091-G,1,185,1195
FREP-252092-G,2,148,131159
FREP-252093-G,1,0,88804
FREP-252095-G,1,0,95648
FREP-252101-G,1,11,131139
FREP-252104-G,1,11,12057
FREP-252106-G,2,30,1196
FREP-252114-G,1,72,12058
FREP-252115-G,4,183,131145
FREP-252115-Z,1,1,95624
FREP-252118-G,1,31,128332
FREP-252118-Z,1,1214,95649
FREP-252121-G,1,72,88801
FREP-252121-Z,1,1,57618
FREP-252122-G,1,3,19516
FREP-252127-G,2,66,21929
FREP-252128-G,1,1,131160
FREP-252140-G,3,180,88808
FREP-252142-Z,1,18,95616
FREP-252145-G,3,10,1179
FREP-252150-Z,3,2,21980
FREP-252160-Z,1,0,88831
FREP-252167-J,1,0,1207
FREP-252168-G,2,2,1198
FREP-252169-G,1,1,128363
FREP-252170-Z,4,35,19527
FREP-252188-G,1,1,1200
FREP-252199-G,1,1,21981
FREP-252201-G,1,43,128364
FREP-252206-G,3,382,1210
FREP-252207-Z,1,1,68198
FREP-252215-G,1,3,95665
FREP-252218-Z,1,1,1208
FREP-252220-G,1,8,1211
FREP-252220-Z,1,1,1212
FREP-252240-G,2,3,131178
FREP-252240-Z,1,2,21968
FREP-252244-Z,1,2,12112
FREP-252245-G,1,0,128344
FREP-252253-G,1,1,21984
FREP-252254-Z,1,13,95652
FREP-252262-G,1,1,128372
FREP-252264-G,1,14,19518
FREP-252265-Z,7,45,95666
FREP-252269-Z,1,30,95653
FREP-252272-G,1,1,12115
FREP-252273-J,1,0,95668
FREP-252274-Z,1,1,68191
FREP-252277-Z,1,1,1213
FREP-252278-G,1,1,128374
FREP-252278-Z,1,11,88821
FREP-252279-Z,1,1,21985
FREP-252286-G,1,1,128348
FREP-252308-J,1,3,95669
FREP-252316-Z,1,17,88840
FREP-252322-G,2,337,128377
FREP-252323-G,1,1,57626
FREP-252327-G,1,1,88841
FREP-252337-G,1,1,21986
FREP-252345-Z,1,1,128350
FREP-252349-Z,1,4,88842
FREP-252353-G,2,33,131166
FREP-252360-G,3,190,1217
FREP-252364-G,1,52,21967
FREP-252365-G,1,0,12094
FREP-252367-G,1,1,57631
FREP-252374-Z,1,1,77468
FREP-252380-G,1,0,88823
FREP-252384-G,1,0,21971
FREP-252385-G,1,1,12119
FREP-252389-G,1,1,68197
FREP-252403-Z,1,1,88824
FREP-252404-G,5,237,19528
FREP-252410-G,2,49,1203
FREP-252412-G,1,90,1222
FREP-252413-Z,5,308,131188
FREP-252418-G,4,29,131168
FREP-252420-G,1,45,88835
FREP-252422-G,3,294,128337
FREP-252430-G,1,10,12089
FREP-252436-Z,2,173,128388
FREP-252437-Z,1,16,1223
FREP-252444-Z,1,2,53502
FREP-252446-Z,1,15,1224
FREP-252451-Z,1,1,131190
FREP-252453-G,1,1,12124
FREP-252455-Z,2,1,131169
FREP-252461-Z,2,39,77473
FREP-252462-G,3,31,21990
FREP-252463-Z,1,1,88853
FREP-252475-Z,1,1,1225
FREP-252479-G,1,1,128356
FREP-252482-G,1,13,53496
FREP-252486-Z,1,1,88854
FREP-252488-G,1,1,21976
FREP-252490-G,1,1,88832
FREP-252490-Z,1,0,88852
FREP-252495-G,2,1,21977
FREP-252497-Z,2,45,12117
FREP-252499-G,1,11,77466
FREP-252499-Z,1,0,53498
FREP-252503-Z,1,39,77474
FREP-252505-G,1,95,88838
FREP-252505-Z,1,2,128391
FREP-252506-Z,1,51,19524
FREP-252507-G,1,145,131171
FREP-252507-Z,1,1,128392
FREP-252510-G,1,812,88855
FREP-252514-Z,1,1,131192
FREP-252515-Z,1,17,95674
FREP-252518-Z,1,0,21978
FREP-252519-Z,1,263,12100
FREP-252521-Z,1,0,19521
FREP-252522-G,1,9,21979
FREP-252523-Z,1,7,77475
FREP-252527-G,3,62,12101
FREP-252527-Z,1,5,131161
FREP-252528-G,1,2,88829
FREP-252528-Z,1,2,88857
FREP-252530-G,1,1,19522
FREP-252532-G,3,117,21993
FREP-252534-G,2,27,57628
FREP-252535-G,3,705,68202
FREP-252537-G,1,1,128398
FREP-252539-G,1,14,19525
FREP-252543-Z,1,1,131183
FREP-252554-G,1,10,19519
FREP-252557-G,1,165,12106
FREP-252560-G,1,0,95654
FREP-252563-J,1,0,128399
FREP-252565-G,4,52,88858
FREP-252568-G,1,4,77476
FREP-252570-G,1,99,19532
FREP-252580-Z,1,1,131173
FREP-252581-G,1,114,95661
FREP-252581-Z,1,1,63389
FREP-252586-Z,1,4,12114
FREP-252587-G,1,326,12129
FREP-252589-G,2,175,128402
FREP-252595-Z,1,0,128361
FREP-252604-G,2,29,77465
FREP-252612-G,3,377,53501
FREP-252615-G,1,0,88819
FREP-252627-G,4,237,95663
FREP-252629-Z,1,0,128406
FREP-252630-Z,1,1,21996
FREP-252634-G,3,429,68205
FREP-252635-G,5,24,68213
FREP-252639-Z,1,7,21997
FREP-252641-G,2,278,131196
