Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-375485-Z,2023-05-25T00:32:00+01:00,2023-05-25T00:32:00+01:00,2023-05-24 23:32:00+00:00,2023-05-24 23:32:00+00:00,2023-05-25 00:32:00+01:00,2023-05-24,2023-05-25,development,development,development,True,True,2023-05-25 01:21:00+00:00,False
FREP-375707-Z,2023-05-26T00:34:00+01:00,2023-05-26T00:34:00+01:00,2023-05-25 23:34:00+00:00,2023-05-25 23:34:00+00:00,2023-05-26 00:34:00+01:00,2023-05-25,2023-05-26,development,development,development,True,True,2023-05-26 01:35:00+00:00,False
FREP-375710-Z,2023-05-26T00:55:00+01:00,2023-05-26T00:55:00+01:00,2023-05-25 23:55:00+00:00,2023-05-25 23:55:00+00:00,2023-05-26 00:55:00+01:00,2023-05-25,2023-05-26,development,development,development,True,True,2023-05-26 02:15:00+00:00,False
FREP-375961-Z,2023-05-29T00:53:00+01:00,2023-05-29T00:53:00+01:00,2023-05-28 23:53:00+00:00,2023-05-28 23:53:00+00:00,2023-05-29 00:53:00+01:00,2023-05-28,2023-05-29,development,development,development,True,True,2023-05-29 00:53:00+00:00,False
FREP-375981-Z,2023-05-28T00:04:00+01:00,2023-05-28T00:04:00+01:00,2023-05-27 23:04:00+00:00,2023-05-27 23:04:00+00:00,2023-05-28 00:04:00+01:00,2023-05-27,2023-05-28,development,development,development,True,True,2023-05-28 00:18:00+00:00,False
FREP-375983-Z,2023-05-28T00:41:00+01:00,2023-05-28T00:41:00+01:00,2023-05-27 23:41:00+00:00,2023-05-27 23:41:00+00:00,2023-05-28 00:41:00+01:00,2023-05-27,2023-05-28,development,development,development,True,True,2023-05-28 01:20:00+00:00,False
FREP-376044-Z,2023-05-29T00:10:00+01:00,2023-05-29T00:10:00+01:00,2023-05-28 23:10:00+00:00,2023-05-28 23:10:00+00:00,2023-05-29 00:10:00+01:00,2023-05-28,2023-05-29,development,development,development,True,True,2023-05-29 00:10:00+00:00,False
FREP-376058-Z,2023-05-29T00:33:00+01:00,2023-05-29T00:33:00+01:00,2023-05-28 23:33:00+00:00,2023-05-28 23:33:00+00:00,2023-05-29 00:33:00+01:00,2023-05-28,2023-05-29,development,development,development,True,True,2023-05-29 03:15:00+00:00,False
FREP-376140-Z,2023-05-30T00:40:00+01:00,2023-05-30T00:40:00+01:00,2023-05-29 23:40:00+00:00,2023-05-29 23:40:00+00:00,2023-05-30 00:40:00+01:00,2023-05-29,2023-05-30,development,development,development,True,True,2023-05-30 10:00:00+00:00,False
FREP-376145-Z,2023-05-30T00:10:00+01:00,2023-05-30T00:10:00+01:00,2023-05-29 23:10:00+00:00,2023-05-29 23:10:00+00:00,2023-05-30 00:10:00+01:00,2023-05-29,2023-05-30,development,development,development,True,True,2023-05-30 11:55:00+00:00,False
FREP-376147-Z,2023-05-30T00:59:00+01:00,2023-05-30T00:59:00+01:00,2023-05-29 23:59:00+00:00,2023-05-29 23:59:00+00:00,2023-05-30 00:59:00+01:00,2023-05-29,2023-05-30,development,development,development,True,True,2023-05-30 02:25:00+00:00,False
FREP-376503-Z,2023-06-01T00:53:00+01:00,2023-06-01T00:53:00+01:00,2023-05-31 23:53:00+00:00,2023-05-31 23:53:00+00:00,2023-06-01 00:53:00+01:00,2023-05-31,2023-06-01,development,development,development,True,True,2023-06-01 09:05:00+00:00,False
FREP-376653-Z,2023-06-02T00:15:00+01:00,2023-06-02T00:15:00+01:00,2023-06-01 23:15:00+00:00,2023-06-01 23:15:00+00:00,2023-06-02 00:15:00+01:00,2023-06-01,2023-06-02,development,development,development,True,True,2023-06-02 03:15:00+00:00,False
FREP-376662-Z,2023-06-02T00:02:00+01:00,2023-06-02T00:02:00+01:00,2023-06-01 23:02:00+00:00,2023-06-01 23:02:00+00:00,2023-06-02 00:02:00+01:00,2023-06-01,2023-06-02,development,development,development,True,True,2023-06-02 00:24:00+00:00,False
FREP-377003-Z,2023-06-05T00:11:00+01:00,2023-06-05T00:11:00+01:00,2023-06-04 23:11:00+00:00,2023-06-04 23:11:00+00:00,2023-06-05 00:11:00+01:00,2023-06-04,2023-06-05,development,development,development,True,True,2023-06-05 00:25:00+00:00,False
FREP-377191-Z,2023-06-06T00:17:00+01:00,2023-06-06T00:17:00+01:00,2023-06-05 23:17:00+00:00,2023-06-05 23:17:00+00:00,2023-06-06 00:17:00+01:00,2023-06-05,2023-06-06,development,development,development,True,True,2023-06-06 00:48:00+00:00,False
FREP-377217-Z,2023-06-06T00:29:00+01:00,2023-06-06T00:29:00+01:00,2023-06-05 23:29:00+00:00,2023-06-05 23:29:00+00:00,2023-06-06 00:29:00+01:00,2023-06-05,2023-06-06,development,development,development,True,True,2023-06-05 23:39:00+00:00,False
FREP-377374-Z,2023-06-07T00:15:00+01:00,2023-06-07T00:15:00+01:00,2023-06-06 23:15:00+00:00,2023-06-06 23:15:00+00:00,2023-06-07 00:15:00+01:00,2023-06-06,2023-06-07,development,development,development,True,True,2023-06-07 00:17:00+00:00,False
FREP-377410-Z,2023-06-07T00:34:00+01:00,2023-06-07T00:34:00+01:00,2023-06-06 23:34:00+00:00,2023-06-06 23:34:00+00:00,2023-06-07 00:34:00+01:00,2023-06-06,2023-06-07,development,development,development,True,True,2023-06-07 11:47:00+00:00,False
FREP-377789-Z,2023-06-09T00:56:00+01:00,2023-06-09T00:56:00+01:00,2023-06-08 23:56:00+00:00,2023-06-08 23:56:00+00:00,2023-06-09 00:56:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-09 00:27:00+00:00,False
FREP-377792-Z,2023-06-09T00:01:00+01:00,2023-06-09T00:01:00+01:00,2023-06-08 23:01:00+00:00,2023-06-08 23:01:00+00:00,2023-06-09 00:01:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-09 00:30:00+00:00,False
FREP-377793-Z,2023-06-09T00:25:00+01:00,2023-06-09T00:25:00+01:00,2023-06-08 23:25:00+00:00,2023-06-08 23:25:00+00:00,2023-06-09 00:25:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-09 07:48:00+00:00,False
FREP-377794-Z,2023-06-09T00:27:00+01:00,2023-06-09T00:27:00+01:00,2023-06-08 23:27:00+00:00,2023-06-08 23:27:00+00:00,2023-06-09 00:27:00+01:00,2023-06-08,2023-06-09,development,development,development,True,True,2023-06-09 02:23:00+00:00,False
FREP-377951-Z,2023-06-10T00:00:00+01:00,2023-06-10T00:00:00+01:00,2023-06-09 23:00:00+00:00,2023-06-09 23:00:00+00:00,2023-06-10 00:00:00+01:00,2023-06-09,2023-06-10,development,development,development,True,True,2023-06-10 03:08:00+00:00,False
FREP-377978-Z,2023-06-10T00:02:00+01:00,2023-06-10T00:02:00+01:00,2023-06-09 23:02:00+00:00,2023-06-09 23:02:00+00:00,2023-06-10 00:02:00+01:00,2023-06-09,2023-06-10,development,development,development,True,True,2023-06-10 13:47:00+00:00,False
FREP-378097-Z,2023-06-11T00:24:00+01:00,2023-06-11T00:24:00+01:00,2023-06-10 23:24:00+00:00,2023-06-10 23:24:00+00:00,2023-06-11 00:24:00+01:00,2023-06-10,2023-06-11,development,development,development,True,True,2023-06-11 00:08:00+00:00,False
FREP-378242-Z,2023-06-12T00:20:00+01:00,2023-06-12T00:20:00+01:00,2023-06-11 23:20:00+00:00,2023-06-11 23:20:00+00:00,2023-06-12 00:20:00+01:00,2023-06-11,2023-06-12,development,development,development,True,True,2023-06-11 23:51:00+00:00,False
FREP-378858-Z,2023-06-15T00:23:00+01:00,2023-06-15T00:23:00+01:00,2023-06-14 23:23:00+00:00,2023-06-14 23:23:00+00:00,2023-06-15 00:23:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 00:40:00+00:00,False
FREP-378972-Z,2023-06-15T00:09:00+01:00,2023-06-15T00:09:00+01:00,2023-06-14 23:09:00+00:00,2023-06-14 23:09:00+00:00,2023-06-15 00:09:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 19:00:00+00:00,False
FREP-378974-Z,2023-06-15T00:48:00+01:00,2023-06-15T00:48:00+01:00,2023-06-14 23:48:00+00:00,2023-06-14 23:48:00+00:00,2023-06-15 00:48:00+01:00,2023-06-14,2023-06-15,development,development,development,True,True,2023-06-15 00:54:00+00:00,False
FREP-379180-Z,2023-06-16T00:57:00+01:00,2023-06-16T00:57:00+01:00,2023-06-15 23:57:00+00:00,2023-06-15 23:57:00+00:00,2023-06-16 00:57:00+01:00,2023-06-15,2023-06-16,development,development,development,True,True,2023-06-16 02:04:00+00:00,False
FREP-379184-Z,2023-06-16T00:01:00+01:00,2023-06-16T00:01:00+01:00,2023-06-15 23:01:00+00:00,2023-06-15 23:01:00+00:00,2023-06-16 00:01:00+01:00,2023-06-15,2023-06-16,development,development,development,True,True,2023-06-16 10:10:00+00:00,False
FREP-379186-Z,2023-06-16T00:14:00+01:00,2023-06-16T00:14:00+01:00,2023-06-15 23:14:00+00:00,2023-06-15 23:14:00+00:00,2023-06-16 00:14:00+01:00,2023-06-15,2023-06-16,development,development,development,True,True,2023-06-16 09:50:00+00:00,False
FREP-379398-Z,2023-06-17T00:04:00+01:00,2023-06-17T00:04:00+01:00,2023-06-16 23:04:00+00:00,2023-06-16 23:04:00+00:00,2023-06-17 00:04:00+01:00,2023-06-16,2023-06-17,development,development,development,True,True,2023-06-17 14:22:00+00:00,False
FREP-379666-Z,2023-06-19T00:23:00+01:00,2023-06-19T00:23:00+01:00,2023-06-18 23:23:00+00:00,2023-06-18 23:23:00+00:00,2023-06-19 00:23:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 00:04:00+00:00,False
FREP-379688-Z,2023-06-19T00:06:00+01:00,2023-06-19T00:06:00+01:00,2023-06-18 23:06:00+00:00,2023-06-18 23:06:00+00:00,2023-06-19 00:06:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 06:16:00+00:00,False
FREP-379689-Z,2023-06-19T00:08:00+01:00,2023-06-19T00:08:00+01:00,2023-06-18 23:08:00+00:00,2023-06-18 23:08:00+00:00,2023-06-19 00:08:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-18 23:46:00+00:00,False
FREP-379692-Z,2023-06-19T00:26:00+01:00,2023-06-19T00:26:00+01:00,2023-06-18 23:26:00+00:00,2023-06-18 23:26:00+00:00,2023-06-19 00:26:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-19 09:35:00+00:00,False
FREP-379693-Z,2023-06-19T00:32:00+01:00,2023-06-19T00:32:00+01:00,2023-06-18 23:32:00+00:00,2023-06-18 23:32:00+00:00,2023-06-19 00:32:00+01:00,2023-06-18,2023-06-19,development,development,development,True,True,2023-06-20 04:18:00+00:00,False
FREP-379971-Z,2023-06-20T00:21:00+01:00,2023-06-20T00:21:00+01:00,2023-06-19 23:21:00+00:00,2023-06-19 23:21:00+00:00,2023-06-20 00:21:00+01:00,2023-06-19,2023-06-20,development,development,development,True,True,2023-06-20 16:12:00+00:00,False
FREP-380320-Z,2023-06-21T00:30:00+01:00,2023-06-21T00:30:00+01:00,2023-06-20 23:30:00+00:00,2023-06-20 23:30:00+00:00,2023-06-21 00:30:00+01:00,2023-06-20,2023-06-21,development,development,development,True,True,2023-06-21 00:00:00+00:00,False
FREP-380333-Z,2023-06-21T00:49:00+01:00,2023-06-21T00:49:00+01:00,2023-06-20 23:49:00+00:00,2023-06-20 23:49:00+00:00,2023-06-21 00:49:00+01:00,2023-06-20,2023-06-21,development,development,development,True,True,2023-06-21 01:10:00+00:00,False
FREP-380530-Z,2023-06-22T00:19:00+01:00,2023-06-22T00:19:00+01:00,2023-06-21 23:19:00+00:00,2023-06-21 23:19:00+00:00,2023-06-22 00:19:00+01:00,2023-06-21,2023-06-22,development,development,development,True,True,2023-06-22 05:01:00+00:00,False
FREP-380756-Z,2023-06-23T00:00:00+01:00,2023-06-23T00:00:00+01:00,2023-06-22 23:00:00+00:00,2023-06-22 23:00:00+00:00,2023-06-23 00:00:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 00:00:00+00:00,False
FREP-380758-Z,2023-06-23T00:10:00+01:00,2023-06-23T00:10:00+01:00,2023-06-22 23:10:00+00:00,2023-06-22 23:10:00+00:00,2023-06-23 00:10:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-22 23:40:00+00:00,False
FREP-380760-Z,2023-06-23T00:19:00+01:00,2023-06-23T00:19:00+01:00,2023-06-22 23:19:00+00:00,2023-06-22 23:19:00+00:00,2023-06-23 00:19:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 00:10:00+00:00,False
FREP-380766-Z,2023-06-23T00:55:00+01:00,2023-06-23T00:55:00+01:00,2023-06-22 23:55:00+00:00,2023-06-22 23:55:00+00:00,2023-06-23 00:55:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 10:15:00+00:00,False
FREP-380773-Z,2023-06-23T00:00:00+01:00,2023-06-23T00:00:00+01:00,2023-06-22 23:00:00+00:00,2023-06-22 23:00:00+00:00,2023-06-23 00:00:00+01:00,2023-06-22,2023-06-23,development,development,development,True,True,2023-06-23 00:30:00+00:00,False
FREP-380961-Z,2023-06-24T00:15:00+01:00,2023-06-24T00:15:00+01:00,2023-06-23 23:15:00+00:00,2023-06-23 23:15:00+00:00,2023-06-24 00:15:00+01:00,2023-06-23,2023-06-24,development,development,development,True,True,2023-06-24 01:00:00+00:00,False
FREP-381002-Z,2023-06-24T00:04:00+01:00,2023-06-24T00:04:00+01:00,2023-06-23 23:04:00+00:00,2023-06-23 23:04:00+00:00,2023-06-24 00:04:00+01:00,2023-06-23,2023-06-24,development,development,development,True,True,2023-06-24 15:45:00+00:00,False
FREP-381129-Z,2023-06-25T00:14:00+01:00,2023-06-25T00:14:00+01:00,2023-06-24 23:14:00+00:00,2023-06-24 23:14:00+00:00,2023-06-25 00:14:00+01:00,2023-06-24,2023-06-25,development,development,development,True,True,2023-06-25 00:26:00+00:00,False
FREP-381130-Z,2023-06-25T00:31:00+01:00,2023-06-25T00:31:00+01:00,2023-06-24 23:31:00+00:00,2023-06-24 23:31:00+00:00,2023-06-25 00:31:00+01:00,2023-06-24,2023-06-25,development,development,development,True,True,2023-06-25 00:44:00+00:00,False
FREP-381133-Z,2023-06-25T00:52:00+01:00,2023-06-25T00:52:00+01:00,2023-06-24 23:52:00+00:00,2023-06-24 23:52:00+00:00,2023-06-25 00:52:00+01:00,2023-06-24,2023-06-25,development,development,development,True,True,2023-06-25 04:38:00+00:00,False
FREP-381288-Z,2023-06-26T00:41:00+01:00,2023-06-26T00:41:00+01:00,2023-06-25 23:41:00+00:00,2023-06-25 23:41:00+00:00,2023-06-26 00:41:00+01:00,2023-06-25,2023-06-26,development,development,development,True,True,2023-06-26 01:06:00+00:00,False
FREP-381299-Z,2023-06-26T00:55:00+01:00,2023-06-26T00:55:00+01:00,2023-06-25 23:55:00+00:00,2023-06-25 23:55:00+00:00,2023-06-26 00:55:00+01:00,2023-06-25,2023-06-26,development,development,development,True,True,2023-06-26 01:37:00+00:00,False
FREP-381553-Z,2023-06-27T00:08:00+01:00,2023-06-27T00:08:00+01:00,2023-06-26 23:08:00+00:00,2023-06-26 23:08:00+00:00,2023-06-27 00:08:00+01:00,2023-06-26,2023-06-27,development,development,development,True,True,2023-06-27 00:00:00+00:00,False
FREP-381570-Z,2023-06-27T00:08:00+01:00,2023-06-27T00:08:00+01:00,2023-06-26 23:08:00+00:00,2023-06-26 23:08:00+00:00,2023-06-27 00:08:00+01:00,2023-06-26,2023-06-27,development,development,development,True,True,2023-06-27 00:21:00+00:00,False
FREP-381802-Z,2023-06-28T00:16:00+01:00,2023-06-28T00:16:00+01:00,2023-06-27 23:16:00+00:00,2023-06-27 23:16:00+00:00,2023-06-28 00:16:00+01:00,2023-06-27,2023-06-28,development,development,development,True,True,2023-06-28 03:32:00+00:00,False
FREP-381914-Z,2023-06-29T00:03:00+01:00,2023-06-29T00:03:00+01:00,2023-06-28 23:03:00+00:00,2023-06-28 23:03:00+00:00,2023-06-29 00:03:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 00:03:00+00:00,False
FREP-381955-Z,2023-06-29T00:48:00+01:00,2023-06-29T00:48:00+01:00,2023-06-28 23:48:00+00:00,2023-06-28 23:48:00+00:00,2023-06-29 00:48:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 12:04:00+00:00,False
FREP-382022-Z,2023-06-29T00:09:00+01:00,2023-06-29T00:09:00+01:00,2023-06-28 23:09:00+00:00,2023-06-28 23:09:00+00:00,2023-06-29 00:09:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 00:00:00+00:00,False
FREP-382024-Z,2023-06-29T00:10:00+01:00,2023-06-29T00:10:00+01:00,2023-06-28 23:10:00+00:00,2023-06-28 23:10:00+00:00,2023-06-29 00:10:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 01:40:00+00:00,False
FREP-382027-Z,2023-06-29T09:12:00+01:00,2023-06-29T00:36:00+01:00,2023-06-29 08:12:00+00:00,2023-06-28 23:36:00+00:00,2023-06-29 00:36:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 18:36:00+00:00,False
FREP-382028-Z,2023-06-29T00:37:00+01:00,2023-06-29T00:37:00+01:00,2023-06-28 23:37:00+00:00,2023-06-28 23:37:00+00:00,2023-06-29 00:37:00+01:00,2023-06-28,2023-06-29,development,development,development,True,True,2023-06-29 02:10:00+00:00,False
FREP-382296-Z,2023-06-30T00:18:00+01:00,2023-06-30T00:18:00+01:00,2023-06-29 23:18:00+00:00,2023-06-29 23:18:00+00:00,2023-06-30 00:18:00+01:00,2023-06-29,2023-06-30,development,development,development,True,True,2023-06-30 00:14:00+00:00,False
FREP-382651-Z,2023-07-02T00:24:00+01:00,2023-07-02T00:24:00+01:00,2023-07-01 23:24:00+00:00,2023-07-01 23:24:00+00:00,2023-07-02 00:24:00+01:00,2023-07-01,2023-07-02,development,development,development,True,True,2023-07-02 00:52:00+00:00,False
FREP-383048-Z,2023-07-04T00:45:00+01:00,2023-07-04T00:45:00+01:00,2023-07-03 23:45:00+00:00,2023-07-03 23:45:00+00:00,2023-07-04 00:45:00+01:00,2023-07-03,2023-07-04,development,development,development,True,True,2023-07-04 01:10:00+00:00,False
FREP-383349-Z,2023-07-05T00:03:00+01:00,2023-07-05T00:03:00+01:00,2023-07-04 23:03:00+00:00,2023-07-04 23:03:00+00:00,2023-07-05 00:03:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 03:10:00+00:00,False
FREP-383350-Z,2023-07-05T00:12:00+01:00,2023-07-05T00:12:00+01:00,2023-07-04 23:12:00+00:00,2023-07-04 23:12:00+00:00,2023-07-05 00:12:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 03:08:00+00:00,False
FREP-383351-Z,2023-07-05T00:09:00+01:00,2023-07-05T00:09:00+01:00,2023-07-04 23:09:00+00:00,2023-07-04 23:09:00+00:00,2023-07-05 00:09:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 00:40:00+00:00,False
FREP-383353-Z,2023-07-05T00:15:00+01:00,2023-07-05T00:15:00+01:00,2023-07-04 23:15:00+00:00,2023-07-04 23:15:00+00:00,2023-07-05 00:15:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 10:57:00+00:00,False
FREP-383354-Z,2023-07-05T00:28:00+01:00,2023-07-05T00:28:00+01:00,2023-07-04 23:28:00+00:00,2023-07-04 23:28:00+00:00,2023-07-05 00:28:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 19:29:00+00:00,False
FREP-383356-Z,2023-07-05T05:10:00+01:00,2023-07-05T00:27:00+01:00,2023-07-05 04:10:00+00:00,2023-07-04 23:27:00+00:00,2023-07-05 00:27:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 05:09:00+00:00,False
FREP-383357-Z,2023-07-05T00:28:00+01:00,2023-07-05T00:28:00+01:00,2023-07-04 23:28:00+00:00,2023-07-04 23:28:00+00:00,2023-07-05 00:28:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 01:45:00+00:00,False
FREP-383358-Z,2023-07-05T00:43:00+01:00,2023-07-05T00:43:00+01:00,2023-07-04 23:43:00+00:00,2023-07-04 23:43:00+00:00,2023-07-05 00:43:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 19:45:00+00:00,False
FREP-383359-Z,2023-07-05T00:54:00+01:00,2023-07-05T00:54:00+01:00,2023-07-04 23:54:00+00:00,2023-07-04 23:54:00+00:00,2023-07-05 00:54:00+01:00,2023-07-04,2023-07-05,development,development,development,True,True,2023-07-05 05:07:00+00:00,False
FREP-383536-Z,2023-07-06T00:08:00+01:00,2023-07-06T00:08:00+01:00,2023-07-05 23:08:00+00:00,2023-07-05 23:08:00+00:00,2023-07-06 00:08:00+01:00,2023-07-05,2023-07-06,development,development,development,True,True,2023-07-06 03:23:00+00:00,False
FREP-383979-Z,2023-07-08T00:19:00+01:00,2023-07-08T00:19:00+01:00,2023-07-07 23:19:00+00:00,2023-07-07 23:19:00+00:00,2023-07-08 00:19:00+01:00,2023-07-07,2023-07-08,development,development,development,True,True,2023-07-08 00:10:00+00:00,False
FREP-384199-Z,2023-07-10T00:38:00+01:00,2023-07-10T00:38:00+01:00,2023-07-09 23:38:00+00:00,2023-07-09 23:38:00+00:00,2023-07-10 00:38:00+01:00,2023-07-09,2023-07-10,development,development,development,True,True,2023-07-10 00:16:00+00:00,False
FREP-384412-Z,2023-07-11T00:50:00+01:00,2023-07-11T00:50:00+01:00,2023-07-10 23:50:00+00:00,2023-07-10 23:50:00+00:00,2023-07-11 00:50:00+01:00,2023-07-10,2023-07-11,development,development,development,True,True,2023-07-11 00:25:00+00:00,False
FREP-384479-Z,2023-07-11T00:00:00+01:00,2023-07-11T00:00:00+01:00,2023-07-10 23:00:00+00:00,2023-07-10 23:00:00+00:00,2023-07-11 00:00:00+01:00,2023-07-10,2023-07-11,development,development,development,True,True,2023-07-11 17:28:00+00:00,False
FREP-384607-Z,2023-07-12T00:52:00+01:00,2023-07-12T00:52:00+01:00,2023-07-11 23:52:00+00:00,2023-07-11 23:52:00+00:00,2023-07-12 00:52:00+01:00,2023-07-11,2023-07-12,development,development,development,True,True,2023-07-12 01:58:00+00:00,False
FREP-384980-Z,2023-07-13T00:36:00+01:00,2023-07-13T00:36:00+01:00,2023-07-12 23:36:00+00:00,2023-07-12 23:36:00+00:00,2023-07-13 00:36:00+01:00,2023-07-12,2023-07-13,development,development,development,True,True,2023-07-13 07:19:00+00:00,False
FREP-384983-Z,2023-07-13T00:47:00+01:00,2023-07-13T00:47:00+01:00,2023-07-12 23:47:00+00:00,2023-07-12 23:47:00+00:00,2023-07-13 00:47:00+01:00,2023-07-12,2023-07-13,development,development,development,True,True,2023-07-13 01:37:00+00:00,False
FREP-385209-Z,2023-07-14T00:01:00+01:00,2023-07-14T00:01:00+01:00,2023-07-13 23:01:00+00:00,2023-07-13 23:01:00+00:00,2023-07-14 00:01:00+01:00,2023-07-13,2023-07-14,development,development,development,True,True,2023-07-14 00:10:00+00:00,False
FREP-385383-Z,2023-07-15T00:43:00+01:00,2023-07-15T00:43:00+01:00,2023-07-14 23:43:00+00:00,2023-07-14 23:43:00+00:00,2023-07-15 00:43:00+01:00,2023-07-14,2023-07-15,development,development,development,True,True,2023-07-15 03:03:00+00:00,False
FREP-385437-Z,2023-07-15T00:54:00+01:00,2023-07-15T00:54:00+01:00,2023-07-14 23:54:00+00:00,2023-07-14 23:54:00+00:00,2023-07-15 00:54:00+01:00,2023-07-14,2023-07-15,development,development,development,True,True,2023-07-15 00:21:00+00:00,False
FREP-385453-Z,2023-07-15T00:17:00+01:00,2023-07-15T00:17:00+01:00,2023-07-14 23:17:00+00:00,2023-07-14 23:17:00+00:00,2023-07-15 00:17:00+01:00,2023-07-14,2023-07-15,development,development,development,True,True,2023-07-14 23:51:00+00:00,False
FREP-385459-Z,2023-07-15T00:00:00+01:00,2023-07-15T00:00:00+01:00,2023-07-14 23:00:00+00:00,2023-07-14 23:00:00+00:00,2023-07-15 00:00:00+01:00,2023-07-14,2023-07-15,development,development,development,True,True,2023-07-15 00:54:00+00:00,False
FREP-385716-Z,2023-07-16T00:33:00+01:00,2023-07-16T00:33:00+01:00,2023-07-15 23:33:00+00:00,2023-07-15 23:33:00+00:00,2023-07-16 00:33:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-16 03:30:00+00:00,False
FREP-385718-Z,2023-07-16T00:19:00+01:00,2023-07-16T00:19:00+01:00,2023-07-15 23:19:00+00:00,2023-07-15 23:19:00+00:00,2023-07-16 00:19:00+01:00,2023-07-15,2023-07-16,development,development,development,True,True,2023-07-16 01:26:00+00:00,False
FREP-385931-Z,2023-07-19T00:50:00+01:00,2023-07-19T00:50:00+01:00,2023-07-18 23:50:00+00:00,2023-07-18 23:50:00+00:00,2023-07-19 00:50:00+01:00,2023-07-18,2023-07-19,development,development,development,True,True,2023-07-19 01:25:00+00:00,False
FREP-386385-Z,2023-07-21T00:04:00+01:00,2023-07-21T00:04:00+01:00,2023-07-20 23:04:00+00:00,2023-07-20 23:04:00+00:00,2023-07-21 00:04:00+01:00,2023-07-20,2023-07-21,development,development,development,True,True,2023-07-21 08:50:00+00:00,False
FREP-386386-Z,2023-07-21T00:11:00+01:00,2023-07-21T00:11:00+01:00,2023-07-20 23:11:00+00:00,2023-07-20 23:11:00+00:00,2023-07-21 00:11:00+01:00,2023-07-20,2023-07-21,development,development,development,True,True,2023-07-21 15:54:00+00:00,False
FREP-386388-Z,2023-07-21T00:24:00+01:00,2023-07-21T00:24:00+01:00,2023-07-20 23:24:00+00:00,2023-07-20 23:24:00+00:00,2023-07-21 00:24:00+01:00,2023-07-20,2023-07-21,development,development,development,True,True,2023-07-21 13:40:00+00:00,False
FREP-386698-Z,2023-07-23T00:28:00+01:00,2023-07-23T00:28:00+01:00,2023-07-22 23:28:00+00:00,2023-07-22 23:28:00+00:00,2023-07-23 00:28:00+01:00,2023-07-22,2023-07-23,development,development,development,True,True,2023-07-23 02:24:00+00:00,False
FREP-386699-Z,2023-07-23T00:32:00+01:00,2023-07-23T00:32:00+01:00,2023-07-22 23:32:00+00:00,2023-07-22 23:32:00+00:00,2023-07-23 00:32:00+01:00,2023-07-22,2023-07-23,development,development,development,True,True,2023-07-23 03:50:00+00:00,False
